1,STATE,STATE ABBREVIATION,D,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),CANDIDATE NAME (Last),"CANDIDATE NAME (Last, First)",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL VOTES,GENERAL %,"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",FOOTNOTES,,,
839,California,CA,S,S4CA00357,,Marsha,Feinland,"Feinland, Marsha",,PAF,"4,070",100.00%,,,"135,088",1.35%,,,,,,
840,California,CA,S,n/a,,,,,Party Votes:,PAF,"4,070",,,,,,,,,,,
841,California,CA,S,S0CA00397,,Duane,Roberts,"Roberts, Duane",,GRE,"19,983",100.00%,,,"128,512",1.29%,,,,,,
842,California,CA,S,n/a,,,,,Party Votes:,GRE,"19,983",,,,,,,,,,,
843,California,CA,S,S0CA00371,,Edward C.,Noonan,"Noonan, Edward C.",,AIP,"16,704",39.49%,,,"125,435",1.25%,,,,,,
844,California,CA,S,S4CA00332,,Don J.,Grundmann,"Grundmann, Don J.",,AIP,"14,170",33.50%,,,,,,,,,,
845,California,CA,S,S0CA00389,,Al,Salehi,"Salehi, Al",,AIP,"11,423",27.01%,,,,,,,,,,
846,California,CA,S,n/a,,,,,Party Votes:,AIP,"42,297",,,,,,,,,,,
847,California,CA,S,S0CA00405,,James E. ,Harris,"Harris, James E. ",,W,,,,,41,0.00%,,,,,,
848,California,CA,S,S0CA00421 ,,Connor,Vlakancic,"Vlakancic, Connor",,W,,,,,11,0.00%,,,,,,
849,California,CA,S,S2CA00591,,Jerry Leon ,Carroll,"Carroll, Jerry Leon ",,W,,,,,10,0.00%,,,,,,
850,California,CA,S,S0CA00413,,Hans J.,Kugler,"Kugler, Hans J.",,W,,,,,5,0.00%,,,,,,
851,California,CA,S,n/a,,,,,Total State Votes:,,"4,838,118",,,,"9,999,860",,,,,,,
852,,,,n/a,,,,,,,,,,,,,,,,,,
853,Colorado,CO,01,H6CO01141,(I),Diana,DeGette,"DeGette, Diana",,D,"57,527",100.00%,,,"140,073",67.42%,,,,,,
854,Colorado,CO,01,n/a,,,,,Party Votes:,D,"57,527",,,,,,,,,,,
855,Colorado,CO,01,H0CO01078,,Mike,Fallon,"Fallon, Mike",,R,"13,970",100.00%,,,"59,747",28.76%,,,,,,
856,Colorado,CO,01,n/a,,,,,Party Votes:,R,"13,970",,,,,,,,,,,
857,Colorado,CO,01,H8CO01089,,Gary,Swing,"Swing, Gary",,GRE,Unopposed,,,,"2,923",1.41%,,,,,,
858,Colorado,CO,01,H0CO01110,,Clint,Jones,"Jones, Clint",,LIB,216,59.50%,,,"2,867",1.38%,,,,,,
859,Colorado,CO,01,H0CO01128,,Jeffrey,Schitter,"Schitter, Jeffrey",,LIB,147,40.50%,,,,,,,,,,
860,Colorado,CO,01,n/a,,,,,Party Votes:,LIB,363,,,,,,,,,,,
861,Colorado,CO,01,H0CO01094,,Chris,Styskal,"Styskal, Chris",,AMC,Unopposed,,,,"2,141",1.03%,,,,,,
862,Colorado,CO,01,n/a,,,,,District Votes:,,"71,860",,,,"207,751",,,,,,,
863,Colorado,CO,,n/a,,,,,,,,,,,,,,,,,,
864,Colorado,CO,02,H8CO02137,(I),Jared,Polis,"Polis, Jared",,D,"47,347",100.00%,,,"148,768",57.41%,,,,,,
865,Colorado,CO,02,n/a,,,,,Party Votes:,D,"47,347",,,,,,,,,,,
866,Colorado,CO,02,H0CO02134,,Stephen,Bailey,"Bailey, Stephen",,R,"23,439",69.36%,,,"98,194",37.90%,,,,,,
867,Colorado,CO,02,H0CO02142,,Bob,Brancato,"Brancato, Bob",,R,"10,353",30.64%,,,,,,,,,,
868,Colorado,CO,02,n/a,,,,,Party Votes:,R,"33,792",,,,,,,,,,,
869,Colorado,CO,02,H0CO02175,,Jenna,Goss,"Goss, Jenna",,AMC,Unopposed,,,,"7,087",2.74%,,,,,,
870,Colorado,CO,02,H0CO02159,,Curtis,Harris,"Harris, Curtis",,LIB,Unopposed,,,,"5,060",1.95%,,,,,,
871,Colorado,CO,02,H0CO02183,,Henry,Raibourn,"Raibourn, Henry",,W,,,,,7,0.00%,,,,,,
872,Colorado,CO,02,n/a,,,,,District Votes:,,"81,139",,,,"259,116",,,,,,,
873,Colorado,CO,,n/a,,,,,,,,,,,,,,,,,,
874,Colorado,CO,03,H6CO03139,,Scott R.,Tipton,"Tipton, Scott R.",,R,"39,346",55.76%,,,"131,227",49.87%,,,,,,
875,Colorado,CO,03,H0CO03090,,Bob,McConnell,"McConnell, Bob",,R,"31,214",44.24%,,,,,,,,,,
876,Colorado,CO,03,n/a,,,,,Party Votes:,R,"70,560",,,,,,,,,,,
877,Colorado,CO,03,H4CO03167,(I),John,Salazar,"Salazar, John",,D,"46,148",100.00%,,,"121,114",46.03%,,,,,,
878,Colorado,CO,03,n/a,,,,,Party Votes:,D,"46,148",,,,,,,,,,,
879,Colorado,CO,03,H0CO03116,,Gregory,Gilman,"Gilman, Gregory",,LIB,Unopposed,,,,"5,745",2.18%,,,,,,
880,Colorado,CO,03,H0CO03108,,Jake,Segrest,"Segrest, Jake",,UN,,,,,"5,018",1.91%,,,,,,
881,Colorado,CO,03,H0CO03124,,"John W., Sr",Hargis,"Hargis, John W., Sr",,W,,,,,23,0.01%,,,,,,
882,Colorado,CO,03,H4CO00015,,James,Fritz,"Fritz, James",,W,,,,,11,0.00%,,,,,,
883,Colorado,CO,03,n/a,,,,,District Votes:,,"116,708",,,,"263,138",,,,,,,
884,Colorado,CO,,n/a,,,,,,,,,,,,,,,,,,
885,Colorado,CO,04,H0CO04122,,Cory,Gardner,"Gardner, Cory",,R,"57,358",100.00%,,,"138,634",52.48%,,,,,,
886,Colorado,CO,04,n/a,,,,,Party Votes:,R,"57,358",,,,,,,,,,,
887,Colorado,CO,04,H8CO04067,(I),Betsy,Markey,"Markey, Betsy",,D,"33,982",100.00%,,,"109,249",41.35%,,,,,,
888,Colorado,CO,04,n/a,,,,,Party Votes:,D,"33,982",,,,,,,,,,,
889,Colorado,CO,04,H0CO04148,,Doug,Aden,"Aden, Doug",,AMC,Unopposed,,,,"12,312",4.66%,,,,,,
890,Colorado,CO,04,H0CO04171,,"Ken ""Wasko""",Waszkiewicz,"Waszkiewicz, Ken ""Wasko""",,UN,,,,,"3,986",1.51%,,,,,,
891,Colorado,CO,04,n/a,,,,,District Votes:,,"91,340",,,,"264,181",,,,,,,
892,Colorado,CO,,n/a,,,,,,,,,,,,,,,,,,
893,Colorado,CO,05,H6CO05159,(I),Doug,Lamborn,"Lamborn, Doug",,R,"60,906",100.00%,,,"152,829",65.75%,,,,,,
894,Colorado,CO,05,n/a,,,,,Party Votes:,R,"60,906",,,,,,,,,,,
895,Colorado,CO,05,H0CO05095,,Kevin,Bradley,"Bradley, Kevin",,D,"20,814",100.00%,,,"68,039",29.27%,,,,,,
896,Colorado,CO,05,n/a,,,,,Party Votes:,D,"20,814",,,,,,,,,,,
897,Colorado,CO,05,H6CO05225,,"Brian ""Barron X""",Scott,"Scott, Brian ""Barron X""",,AMC,Unopposed,,,,"5,886",2.53%,,,,,,
898,Colorado,CO,05,H0CO05103,,Jerell,Klaver,"Klaver, Jerell",,LIB,Unopposed,,,,"5,680",2.44%,,,,,,
899,Colorado,CO,05,n/a,,,,,District Votes:,,"81,720",,,,"232,434",,,,,,,
900,Colorado,CO,,n/a,,,,,,,,,,,,,,,,,,
901,Colorado,CO,06,H8CO06138,(I),Mike,Coffman,"Coffman, Mike",,R,"81,067",100.00%,,,"217,400",65.67%,,,,,,
902,Colorado,CO,06,n/a,,,,,Party Votes:,R,"81,067",,,,,,,,,,,
903,Colorado,CO,06,H0CO06077,,John,Flerlage,"Flerlage, John",,D,"37,950",100.00%,,,"104,159",31.46%,,,,,,
904,Colorado,CO,06,n/a,,,,,Party Votes:,D,"37,950",,,,,,,,,,,
905,Colorado,CO,06,H0CO06085,,Rob,McNealy,"McNealy, Rob",,LIB,Unopposed,,,,"9,471",2.86%,,,,,,
906,Colorado,CO,06,H0CO06093,,Michael Shawn,Kearns,"Kearns, Michael Shawn",,W,,,,,7,0.00%,,,,,,
907,Colorado,CO,06,n/a,,,,,District Votes:,,"119,017",,,,"331,037",,,,,,,
908,Colorado,CO,,n/a,,,,,,,,,,,,,,,,,,
909,Colorado,CO,07,H6CO07023,(I),Ed,Perlmutter,"Perlmutter, Ed",,D,"40,534",100.00%,,,"112,667",53.44%,,,,,,
910,Colorado,CO,07,n/a,,,,,Party Votes:,D,"40,534",,,,,,,,,,,
911,Colorado,CO,07,H0CO07026,,Ryan,Frazier,"Frazier, Ryan",,R,"26,765",64.34%,,,"88,026",41.76%,,,,,,
912,Colorado,CO,07,H0CO07067,,Lang,Sias,"Sias, Lang",,R,"14,835",35.66%,,,,,,,,,,
913,Colorado,CO,07,n/a,,,,,Party Votes:,R,"41,600",,,,,,,,,,,
914,Colorado,CO,07,H0CO07075,,Buck,Bailey,"Bailey, Buck",,LIB,Unopposed,,,,"10,117",4.80%,,,,,,
915,Colorado,CO,07,n/a,,,,,District Votes:,,"82,134",,,,"210,810",,,,,,,
916,Colorado,CO,H,n/a,,,,,Total State Votes:,,"643,918",,,,"1,768,467",,,,,,,
917,Colorado,CO,,n/a,,,,,,,,,,,,,,,,,,
918,Colorado,CO,S,S0CO00211,(I),Michael F.,Bennet,"Bennet, Michael F.",,D,"184,714",54.15%,,,"854,685",48.08%,,,,,,
919,Colorado,CO,S,S0CO00286,,Andrew,Romanoff,"Romanoff, Andrew",,D,"156,419",45.85%,,,,,,,,,,
920,Colorado,CO,S,n/a,,,,,Party Votes:,D,"341,133",,,,,,,,,,,
921,Colorado,CO,S,S0CO00237,,Ken,Buck,"Buck, Ken",,R,"211,099",51.57%,,,"824,789",46.40%,,,,,,
922,Colorado,CO,S,S0CO00294,,Jane,Norton,"Norton, Jane",,R,"198,231",48.43%,,,,,,,,,,
923,Colorado,CO,S,n/a,,,,,Party Votes:,R,"409,330",,,,,,,,,,,
924,Colorado,CO,S,S8CO00222,,Bob,Kinsey,"Kinsey, Bob",,GRE,Unopposed,,,,"38,884",2.19%,,,,,,
925,Colorado,CO,S,S0CO00328,,"Maclyn ""Mac""",Stringer,"Stringer, Maclyn ""Mac""",,LIB,"1,186",52.45%,,,"22,646",1.27%,,,,,,
926,Colorado,CO,S,S0CO00336,,John,Finger,"Finger, John",,LIB,"1,075",47.55%,,,,,,,,,,
927,Colorado,CO,S,n/a,,,,,Party Votes:,LIB,"2,261",,,,,,,,,,,
928,Colorado,CO,S,S0CO00344,,Jason,Napolitano,"Napolitano, Jason",,UN,,,,,"19,450",1.09%,,,,,,
929,Colorado,CO,S,S0CO00351,,Charley,Miller,"Miller, Charley",,UN,,,,,"11,351",0.64%,,,,,,
930,Colorado,CO,S,S0CO00369,,J.,Moromisato,"Moromisato, J.",,UN,,,,,"5,780",0.33%,,,,,,
931,Colorado,CO,S,S0CO00393,,Robert,Rank,"Rank, Robert",,W,,,,,52,0.00%,,,,,,
932,Colorado,CO,S,S0CO00401,,Michele M.,Newman,"Newman, Michele M.",,W,,,,,20,0.00%,,,,,,
933,Colorado,CO,S,S8CO00230,,Bruce E.,Lohmiller,"Lohmiller, Bruce E.",,W,,,,,11,0.00%,,,,,,
934,Colorado,CO,S,n/a,,,,,Total State Votes:,,"752,724",,,,"1,777,668",,,,,,,
935,,,,n/a,,,,,,,,,,,,,,,,,,
936,Connecticut,CT,01,H8CT01046,(I),John B.,Larson,"Larson, John B.",,,,,Combined Parties:,,,,"138,440",61.25%,,,,
937,Connecticut,CT,01,H8CT01046,(I),John B.,Larson,"Larson, John B.",,D,*,,,,"130,538",57.75%,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for U.S. House were held on May 10, 2010, and the Republican conventions were held on May 21, 2010.  Convention nominees are noted with an asterisk.",,,
938,Connecticut,CT,01,H8CT01046,(I),John B.,Larson,"Larson, John B.",,WF,,,,,"7,902",3.50%,,,,,,
939,Connecticut,CT,01,H0CT01076,,Ann,Brickley,"Brickley, Ann",,R,"11,438",59.48%,,,"84,076",37.20%,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for U.S. House were held on May 10, 2010, and the Republican conventions were held on May 21, 2010.  Convention nominees are noted with an asterisk.",,,
940,Connecticut,CT,01,H0CT01068,,Mark,Zydanowicz,"Zydanowicz, Mark",,R,"7,791",40.52%,,,,,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for U.S. House were held on May 10, 2010, and the Republican conventions were held on May 21, 2010.  Convention nominees are noted with an asterisk.",,,
941,Connecticut,CT,01,H8CT01111,,Joe,Visconti,"Visconti, Joe",,R,,,,,,,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for U.S. House were held on May 10, 2010, and the Republican conventions were held on May 21, 2010.  Convention nominees are noted with an asterisk.",,,
942,Connecticut,CT,01,n/a,,,,,Party Votes:,R,"19,229",,,,,,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for U.S. House were held on May 10, 2010, and the Republican conventions were held on May 21, 2010.  Convention nominees are noted with an asterisk.",,,
943,Connecticut,CT,01,H0CT01084,,Kenneth J.,Krayeske,"Krayeske, Kenneth J.",,GRE,,,,,"2,564",1.13%,,,,,,
944,Connecticut,CT,01,H0CT01092,,Christopher J.,Hutchinson,"Hutchinson, Christopher J.",,SOA,,,,,955,0.42%,,,,,,
945,Connecticut,CT,01,H0CT01100,,Daniel J.,Stepanek,"Stepanek, Daniel J.",,W,,,,,3,0.00%,,,,,,
946,Connecticut,CT,01,n/a,,,,,District Votes:,,"19,229",,,,"226,038",,,,,,,
947,Connecticut,CT,,n/a,,,,,,,,,,,,,,,,,,
948,Connecticut,CT,02,H2CT02112,(I),Joe,Courtney,"Courtney, Joe",,,,,Combined Parties:,,,,"147,748",59.86%,,,,
949,Connecticut,CT,02,H2CT02112,(I),Joe,Courtney,"Courtney, Joe",,D,*,,,,"140,888",57.08%,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for U.S. House were held on May 10, 2010, and the Republican conventions were held on May 21, 2010.  Convention nominees are noted with an asterisk.",,,
950,Connecticut,CT,02,H2CT02112,(I),Joe,Courtney,"Courtney, Joe",,WF,,,,,"6,860",2.78%,,,,,,
951,Connecticut,CT,02,H0CT02173,,Janet,Peckinpaugh,"Peckinpaugh, Janet",,R,"11,344",43.20%,,,"95,671",,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for U.S. House were held on May 10, 2010, and the Republican conventions were held on May 21, 2010.  Convention nominees are noted with an asterisk.",,,
952,Connecticut,CT,02,H0CT02140,,Daria,Novak,"Novak, Daria",,R,"9,872",37.59%,,,,,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for U.S. House were held on May 10, 2010, and the Republican conventions were held on May 21, 2010.  Convention nominees are noted with an asterisk.",,,
953,Connecticut,CT,02,H0CT02165,,Doug,Dubitsky,"Dubitsky, Doug",,R,"5,044",19.21%,,,,,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for U.S. House were held on May 10, 2010, and the Republican conventions were held on May 21, 2010.  Convention nominees are noted with an asterisk.",,,
954,Connecticut,CT,02,H0CT02132,,Matthew Moulton,Daly,"Daly, Matthew Moulton",,R,,,,,,,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for U.S. House were held on May 10, 2010, and the Republican conventions were held on May 21, 2010.  Convention nominees are noted with an asterisk.",,,
955,Connecticut,CT,02,n/a,,,,,Party Votes:,R,"26,260",,,,,,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for U.S. House were held on May 10, 2010, and the Republican conventions were held on May 21, 2010.  Convention nominees are noted with an asterisk.",,,
956,Connecticut,CT,02,H8CT02077,,G. Scott,Deshefy,"Deshefy, G. Scott",,GRE,,,,,"3,344",1.35%,,,,,,
957,Connecticut,CT,02,H8CT02085,,Daniel,Reale,"Reale, Daniel",,W,,,,,27,0.01%,,,,,,
958,Connecticut,CT,02,H0CT02181,,Muriel P.,Bianchi,"Bianchi, Muriel P.",,W,,,,,19,0.01%,,,,,,
959,Connecticut,CT,02,n/a,,,,,District Votes:,,"26,260",,,,"246,809",,,,,,,
960,Connecticut,CT,,n/a,,,,,,,,,,,,,,,,,,
961,Connecticut,CT,03,H0CT03072,(I),Rosa L.,DeLauro,"DeLauro, Rosa L.",,,,,Combined Parties:,,,,"143,565",65.06%,,,,
962,Connecticut,CT,03,H0CT03072,(I),Rosa L.,DeLauro,"DeLauro, Rosa L.",,D,*,,,,"134,544",60.97%,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for U.S. House were held on May 10, 2010, and the Republican conventions were held on May 21, 2010.  Convention nominees are noted with an asterisk.",,,
963,Connecticut,CT,03,H0CT03072,(I),Rosa L.,DeLauro,"DeLauro, Rosa L.",,WF,,,,,"9,021",4.09%,,,,,,
964,Connecticut,CT,03,H0CT03106,,"Jerry, Jr.",Labriola,"Labriola, Jerry, Jr.",,R,*,,,,"74,107",33.58%,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for U.S. House were held on May 10, 2010, and the Republican conventions were held on May 21, 2010.  Convention nominees are noted with an asterisk.",,,
965,Connecticut,CT,03,H0CT03122,,Jeffrey M.,Cheney,"Cheney, Jeffrey M.",,R,,,,,,,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for U.S. House were held on May 10, 2010, and the Republican conventions were held on May 21, 2010.  Convention nominees are noted with an asterisk.",,,
966,Connecticut,CT,03,H0CT03114,,Margaret H.,Rogers,"Rogers, Margaret H.",,R,,,,,,,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for U.S. House were held on May 10, 2010, and the Republican conventions were held on May 21, 2010.  Convention nominees are noted with an asterisk.",,,
967,Connecticut,CT,03,H2CT03060,,Charles A.,Pillsbury,"Pillsbury, Charles A.",,GRE,,,,,"2,984",1.35%,,,,,,
968,Connecticut,CT,03,H0CT03148 ,,Boaz,Itshaky,"Itshaky, Boaz",,W,,,,,5,0.00%,,,,,,
969,Connecticut,CT,03,n/a,,,,,District Votes:,,,,,,"220,661",,,,,,,
970,Connecticut,CT,,n/a,,,,,,,,,,,,,,,,,,
971,Connecticut,CT,04,H8CT04172,(I),Jim,Himes,"Himes, Jim",,,,,Combined Parties:,,,,"115,351",53.06%,,,,
972,Connecticut,CT,04,H8CT04172,(I),Jim,Himes,"Himes, Jim",,D,*,,,,"110,746",50.94%,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for U.S. House were held on May 10, 2010, and the Republican conventions were held on May 21, 2010.  Convention nominees are noted with an asterisk.",,,
973,Connecticut,CT,04,H8CT04172,(I),Jim,Himes,"Himes, Jim",,WF,,,,,"4,605",2.12%,,,,,,
974,Connecticut,CT,04,H0CT04146,,Dan,Debicella,"Debicella, Dan",,R,"16,494",59.90%,,,"102,030",46.93%,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for U.S. House were held on May 10, 2010, and the Republican conventions were held on May 21, 2010.  Convention nominees are noted with an asterisk.",,,
975,Connecticut,CT,04,H0CT04138,,Rob,Merkle,"Merkle, Rob",,R,"6,578",23.89%,,,,,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for U.S. House were held on May 10, 2010, and the Republican conventions were held on May 21, 2010.  Convention nominees are noted with an asterisk.",,,
976,Connecticut,CT,04,H0CT04161,,Rick,Torres,"Torres, Rick",,R,"4,465",16.21%,,,,,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for U.S. House were held on May 10, 2010, and the Republican conventions were held on May 21, 2010.  Convention nominees are noted with an asterisk.",,,
977,Connecticut,CT,04,H0CT04179,,Thomas A.,Herrmann,"Herrmann, Thomas A.",,R,,,,,,,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Democratic conventions for U.S. House were held on May 10, 2010, and the Republican conventions were held on May 21, 2010.  Convention nominees are noted with an asterisk.",,,
